site,layer,unit,band_index,band,metric,log_discriminability,basis_stability_pass,audit_scope
attention,16,25,2,F2,fine_relative,-0.10607340689635614,True,global_design_selected_unit
attention,16,25,3,F3,coarse,-0.05344410692705084,False,global_design_selected_unit
attention,16,25,3,F3,fine,-0.7221992088099873,False,global_design_selected_unit
attention,16,25,3,F3,fine_relative,-0.6687551018829365,False,global_design_selected_unit
attention,16,25,4,F4,coarse,-0.4423423815561091,False,global_design_selected_unit
attention,16,25,4,F4,fine,-0.7561321270029401,False,global_design_selected_unit
attention,16,25,4,F4,fine_relative,-0.3137897454468308,False,global_design_selected_unit
attention,16,25,5,F5,coarse,-0.10366688848995359,False,global_design_selected_unit
attention,16,25,5,F5,fine,-0.6729668594792086,False,global_design_selected_unit
attention,16,25,5,F5,fine_relative,-0.5692999709892551,False,global_design_selected_unit
attention,16,25,6,F6,coarse,-0.044429696846674374,False,global_design_selected_unit
attention,16,25,6,F6,fine,-0.8326530097825926,False,global_design_selected_unit
attention,16,25,6,F6,fine_relative,-0.7882233129359183,False,global_design_selected_unit
attention,16,25,7,F7,coarse,-0.7866741329604265,False,global_design_selected_unit
attention,16,25,7,F7,fine,-0.7717508652659356,False,global_design_selected_unit
attention,16,25,7,F7,fine_relative,0.01492326769449085,False,global_design_selected_unit
attention,16,25,8,F8,coarse,-0.2748218842196055,False,global_design_selected_unit
attention,16,25,8,F8,fine,-0.5540941941553094,False,global_design_selected_unit
attention,16,25,8,F8,fine_relative,-0.2792723099357038,False,global_design_selected_unit
attention,17,25,1,F1,coarse,0.5846070445159309,True,global_design_selected_unit
attention,17,25,1,F1,fine,-0.2949912617253345,True,global_design_selected_unit
attention,17,25,1,F1,fine_relative,-0.8795983062412654,True,global_design_selected_unit
attention,17,25,2,F2,coarse,-0.06426462471132698,False,global_design_selected_unit
attention,17,25,2,F2,fine,-0.4369399277935517,False,global_design_selected_unit
attention,17,25,2,F2,fine_relative,-0.37267530308222463,False,global_design_selected_unit
attention,17,25,3,F3,coarse,-0.02853671735135321,False,global_design_selected_unit
attention,17,25,3,F3,fine,-0.4910908406714192,False,global_design_selected_unit
attention,17,25,3,F3,fine_relative,-0.46255412332006596,False,global_design_selected_unit
attention,17,25,4,F4,coarse,0.08509428017554399,False,global_design_selected_unit
attention,17,25,4,F4,fine,-0.31609452999322984,False,global_design_selected_unit
attention,17,25,4,F4,fine_relative,-0.40118881016877384,False,global_design_selected_unit
attention,17,25,5,F5,coarse,-0.06643586262049204,False,global_design_selected_unit
attention,17,25,5,F5,fine,-0.6704449434372602,False,global_design_selected_unit
attention,17,25,5,F5,fine_relative,-0.6040090808167683,False,global_design_selected_unit
attention,17,25,6,F6,coarse,0.30188047581931304,False,global_design_selected_unit
attention,17,25,6,F6,fine,-0.564555770346147,False,global_design_selected_unit
attention,17,25,6,F6,fine_relative,-0.86643624616546,False,global_design_selected_unit
attention,17,25,7,F7,coarse,0.042202945528989705,False,global_design_selected_unit
attention,17,25,7,F7,fine,-0.560643089105643,False,global_design_selected_unit
attention,17,25,7,F7,fine_relative,-0.6028460346346327,False,global_design_selected_unit
attention,17,25,8,F8,coarse,0.1814412156147545,True,global_design_selected_unit
attention,17,25,8,F8,fine,-0.672684099471643,True,global_design_selected_unit
attention,17,25,8,F8,fine_relative,-0.8541253150863974,True,global_design_selected_unit
attention,18,25,1,F1,coarse,-0.15915765877271826,True,global_design_selected_unit
attention,18,25,1,F1,fine,-0.3747321835394309,True,global_design_selected_unit
attention,18,25,1,F1,fine_relative,-0.21557452476671266,True,global_design_selected_unit
attention,18,25,2,F2,coarse,-0.21166874488757814,True,global_design_selected_unit
attention,18,25,2,F2,fine,-0.4327886277485323,True,global_design_selected_unit
attention,18,25,2,F2,fine_relative,-0.22111988286095413,True,global_design_selected_unit
attention,18,25,3,F3,coarse,-0.4705841074617988,False,global_design_selected_unit
attention,18,25,3,F3,fine,-0.4598848934562411,False,global_design_selected_unit
attention,18,25,3,F3,fine_relative,0.010699214005557778,False,global_design_selected_unit
attention,18,25,4,F4,coarse,-0.1818774886812561,False,global_design_selected_unit
attention,18,25,4,F4,fine,-0.3881638982200613,False,global_design_selected_unit
attention,18,25,4,F4,fine_relative,-0.20628640953880517,False,global_design_selected_unit
attention,18,25,5,F5,coarse,-0.4166447711779308,False,global_design_selected_unit
attention,18,25,5,F5,fine,-0.47386780470237294,False,global_design_selected_unit
attention,18,25,5,F5,fine_relative,-0.057223033524442184,False,global_design_selected_unit
attention,18,25,6,F6,coarse,-0.1181470625701166,False,global_design_selected_unit
attention,18,25,6,F6,fine,-0.4572865224010112,False,global_design_selected_unit
attention,18,25,6,F6,fine_relative,-0.3391394598308946,False,global_design_selected_unit
attention,18,25,7,F7,coarse,-0.12224625955378218,False,global_design_selected_unit
attention,18,25,7,F7,fine,-0.5329879867077162,False,global_design_selected_unit
attention,18,25,7,F7,fine_relative,-0.4107417271539341,False,global_design_selected_unit
attention,18,25,8,F8,coarse,0.058649738215525035,False,global_design_selected_unit
attention,18,25,8,F8,fine,-0.7079265342437283,False,global_design_selected_unit
attention,18,25,8,F8,fine_relative,-0.7665762724592533,False,global_design_selected_unit
attention,19,25,1,F1,coarse,0.29625249156716205,True,global_design_selected_unit
attention,19,25,1,F1,fine,-0.44004422652108915,True,global_design_selected_unit
attention,19,25,1,F1,fine_relative,-0.7362967180882511,True,global_design_selected_unit
attention,19,25,2,F2,coarse,-0.4560706153765681,False,global_design_selected_unit
attention,19,25,2,F2,fine,-0.47048755897901057,False,global_design_selected_unit
attention,19,25,2,F2,fine_relative,-0.014416943602442465,False,global_design_selected_unit
attention,19,25,3,F3,coarse,-0.20783797896374312,False,global_design_selected_unit
attention,19,25,3,F3,fine,-0.5647278692863121,False,global_design_selected_unit
attention,19,25,3,F3,fine_relative,-0.356889890322569,False,global_design_selected_unit
attention,19,25,4,F4,coarse,0.22873949488740503,False,global_design_selected_unit
attention,19,25,4,F4,fine,-0.5720288670085977,False,global_design_selected_unit
attention,19,25,4,F4,fine_relative,-0.8007683618960026,False,global_design_selected_unit
attention,19,25,5,F5,coarse,-0.1528429708829571,False,global_design_selected_unit
attention,19,25,5,F5,fine,-0.63863594510824,False,global_design_selected_unit
attention,19,25,5,F5,fine_relative,-0.4857929742252829,False,global_design_selected_unit
attention,19,25,6,F6,coarse,-0.44176004291889887,False,global_design_selected_unit
attention,19,25,6,F6,fine,-0.5814015132817016,False,global_design_selected_unit
attention,19,25,6,F6,fine_relative,-0.13964147036280275,False,global_design_selected_unit
attention,19,25,7,F7,coarse,-0.6673295673668718,False,global_design_selected_unit
attention,19,25,7,F7,fine,-0.6061548934348209,False,global_design_selected_unit
attention,19,25,7,F7,fine_relative,0.06117467393205082,False,global_design_selected_unit
attention,19,25,8,F8,coarse,0.11355132164496855,False,global_design_selected_unit
attention,19,25,8,F8,fine,-0.5677250976013268,False,global_design_selected_unit
attention,19,25,8,F8,fine_relative,-0.6812764192462953,False,global_design_selected_unit
attention,20,25,1,F1,coarse,-0.854954225706232,True,global_design_selected_unit
attention,20,25,1,F1,fine,-0.6886555966550594,True,global_design_selected_unit
attention,20,25,1,F1,fine_relative,0.16629862905117263,True,global_design_selected_unit
attention,20,25,2,F2,coarse,-0.502729408390125,True,global_design_selected_unit
attention,20,25,2,F2,fine,-0.6860838719085386,True,global_design_selected_unit
attention,20,25,2,F2,fine_relative,-0.18335446351841347,True,global_design_selected_unit
attention,20,25,3,F3,coarse,-0.23463952987156964,True,global_design_selected_unit
attention,20,25,3,F3,fine,-0.6861626300401027,True,global_design_selected_unit
attention,20,25,3,F3,fine_relative,-0.451523100168533,True,global_design_selected_unit
attention,20,25,4,F4,coarse,-0.4718931554370284,False,global_design_selected_unit
attention,20,25,4,F4,fine,-0.6951147666963385,False,global_design_selected_unit
attention,20,25,4,F4,fine_relative,-0.22322161125931012,False,global_design_selected_unit
attention,20,25,5,F5,coarse,-0.8106471486056318,False,global_design_selected_unit
attention,20,25,5,F5,fine,-0.6982341464182751,False,global_design_selected_unit
attention,20,25,5,F5,fine_relative,0.11241300218735682,False,global_design_selected_unit
attention,20,25,6,F6,coarse,-0.9945161472418371,False,global_design_selected_unit
attention,20,25,6,F6,fine,-0.5637170619918445,False,global_design_selected_unit
attention,20,25,6,F6,fine_relative,0.4307990852499926,False,global_design_selected_unit
attention,20,25,7,F7,coarse,-0.20908543891393147,False,global_design_selected_unit
attention,20,25,7,F7,fine,-0.5699866261331321,False,global_design_selected_unit
attention,20,25,7,F7,fine_relative,-0.36090118721920067,False,global_design_selected_unit
attention,20,25,8,F8,coarse,-0.3509001676636327,True,global_design_selected_unit
attention,20,25,8,F8,fine,-0.6633386892540304,True,global_design_selected_unit
attention,20,25,8,F8,fine_relative,-0.3124385215903977,True,global_design_selected_unit
attention,21,25,1,F1,coarse,0.563067368631052,True,global_design_selected_unit
attention,21,25,1,F1,fine,-0.9361921794239356,True,global_design_selected_unit
attention,21,25,1,F1,fine_relative,-1.4992595480549875,True,global_design_selected_unit
attention,21,25,2,F2,coarse,0.8575086443914887,False,global_design_selected_unit
attention,21,25,2,F2,fine,-0.8522217549578612,False,global_design_selected_unit
attention,21,25,2,F2,fine_relative,-1.70973039934935,False,global_design_selected_unit
attention,21,25,3,F3,coarse,0.75936912314736,False,global_design_selected_unit
attention,21,25,3,F3,fine,-0.8651123221821996,False,global_design_selected_unit
attention,21,25,3,F3,fine_relative,-1.6244814453295595,False,global_design_selected_unit
attention,21,25,4,F4,coarse,1.1436815312768325,False,global_design_selected_unit
attention,21,25,4,F4,fine,-0.8423626356327248,False,global_design_selected_unit
attention,21,25,4,F4,fine_relative,-1.9860441669095574,False,global_design_selected_unit
attention,21,25,5,F5,coarse,1.0816285198314781,False,global_design_selected_unit
attention,21,25,5,F5,fine,-0.8764621439639809,False,global_design_selected_unit
attention,21,25,5,F5,fine_relative,-1.9580906637954592,False,global_design_selected_unit
attention,21,25,6,F6,coarse,1.8759935718730278,False,global_design_selected_unit
attention,21,25,6,F6,fine,-0.8897178095501925,False,global_design_selected_unit
attention,21,25,6,F6,fine_relative,-2.7657113814232206,False,global_design_selected_unit
attention,21,25,7,F7,coarse,1.1835935787680218,False,global_design_selected_unit
attention,21,25,7,F7,fine,-0.9085797477591321,False,global_design_selected_unit
attention,21,25,7,F7,fine_relative,-2.092173326527154,False,global_design_selected_unit
attention,21,25,8,F8,coarse,1.2034016247393728,False,global_design_selected_unit
attention,21,25,8,F8,fine,-0.8674782943930205,False,global_design_selected_unit
attention,21,25,8,F8,fine_relative,-2.0708799191323934,False,global_design_selected_unit
attention,22,25,1,F1,coarse,-0.18781207538513975,True,global_design_selected_unit
attention,22,25,1,F1,fine,-0.503349670653368,True,global_design_selected_unit
attention,22,25,1,F1,fine_relative,-0.3155375952682283,True,global_design_selected_unit
attention,22,25,2,F2,coarse,-0.2408262304470666,True,global_design_selected_unit
attention,22,25,2,F2,fine,-0.4749837761749124,True,global_design_selected_unit
attention,22,25,2,F2,fine_relative,-0.23415754572784578,True,global_design_selected_unit
attention,22,25,3,F3,coarse,-0.2905848616614869,False,global_design_selected_unit
attention,22,25,3,F3,fine,-0.6258596376062091,False,global_design_selected_unit
attention,22,25,3,F3,fine_relative,-0.3352747759447222,False,global_design_selected_unit
attention,22,25,4,F4,coarse,-0.3266463978927576,False,global_design_selected_unit
attention,22,25,4,F4,fine,-0.564403246741766,False,global_design_selected_unit
attention,22,25,4,F4,fine_relative,-0.23775684884900836,False,global_design_selected_unit
attention,22,25,5,F5,coarse,-0.5933506211374563,False,global_design_selected_unit
attention,22,25,5,F5,fine,-0.4435110197108854,False,global_design_selected_unit
attention,22,25,5,F5,fine_relative,0.149839601426571,False,global_design_selected_unit
attention,22,25,6,F6,coarse,-0.32505911817957356,False,global_design_selected_unit
attention,22,25,6,F6,fine,-0.7216338342134111,False,global_design_selected_unit
attention,22,25,6,F6,fine_relative,-0.3965747160338375,False,global_design_selected_unit
attention,22,25,7,F7,coarse,-0.44817291802446646,False,global_design_selected_unit
attention,22,25,7,F7,fine,-0.621744926892666,False,global_design_selected_unit
attention,22,25,7,F7,fine_relative,-0.17357200886819957,False,global_design_selected_unit
attention,22,25,8,F8,coarse,-0.03131843762159844,True,global_design_selected_unit
attention,22,25,8,F8,fine,-0.4462993731475099,True,global_design_selected_unit
attention,22,25,8,F8,fine_relative,-0.4149809355259114,True,global_design_selected_unit
attention,23,25,1,F1,coarse,-0.11907483700092887,True,global_design_selected_unit
attention,23,25,1,F1,fine,-0.8411734650036443,True,global_design_selected_unit
attention,23,25,1,F1,fine_relative,-0.7220986280027154,True,global_design_selected_unit
attention,23,25,2,F2,coarse,-0.18052995082568912,True,global_design_selected_unit
attention,23,25,2,F2,fine,-0.7952764701582572,True,global_design_selected_unit
attention,23,25,2,F2,fine_relative,-0.6147465193325681,True,global_design_selected_unit
attention,23,25,3,F3,coarse,-0.08844635546678406,True,global_design_selected_unit
attention,23,25,3,F3,fine,-0.7726105430454459,True,global_design_selected_unit
attention,23,25,3,F3,fine_relative,-0.6841641875786617,True,global_design_selected_unit
attention,23,25,4,F4,coarse,-0.14420114226087805,False,global_design_selected_unit
attention,23,25,4,F4,fine,-0.8167843589674509,False,global_design_selected_unit
attention,23,25,4,F4,fine_relative,-0.672583216706573,False,global_design_selected_unit
attention,23,25,5,F5,coarse,-0.7807302029027129,False,global_design_selected_unit
attention,23,25,5,F5,fine,-0.7630899810072886,False,global_design_selected_unit
attention,23,25,5,F5,fine_relative,0.017640221895424246,False,global_design_selected_unit
attention,23,25,6,F6,coarse,-0.40634516115305663,False,global_design_selected_unit
attention,23,25,6,F6,fine,-0.9152874609939426,False,global_design_selected_unit
attention,23,25,6,F6,fine_relative,-0.508942299840886,False,global_design_selected_unit
attention,23,25,7,F7,coarse,-0.3327934546714745,False,global_design_selected_unit
attention,23,25,7,F7,fine,-0.8812052397744489,False,global_design_selected_unit
attention,23,25,7,F7,fine_relative,-0.5484117851029744,False,global_design_selected_unit
attention,23,25,8,F8,coarse,-0.11473738918347501,True,global_design_selected_unit
attention,23,25,8,F8,fine,-0.8008742317453945,True,global_design_selected_unit
attention,23,25,8,F8,fine_relative,-0.6861368425619195,True,global_design_selected_unit
attention,24,25,1,F1,coarse,-0.9304557271295628,True,global_design_selected_unit
attention,24,25,1,F1,fine,-0.7667417225513163,True,global_design_selected_unit
attention,24,25,1,F1,fine_relative,0.1637140045782465,True,global_design_selected_unit
attention,24,25,2,F2,coarse,-1.1504776749863117,True,global_design_selected_unit
attention,24,25,2,F2,fine,-0.8788993231769502,True,global_design_selected_unit
attention,24,25,2,F2,fine_relative,0.27157835180936163,True,global_design_selected_unit
attention,24,25,3,F3,coarse,-0.9595817718829593,False,global_design_selected_unit
attention,24,25,3,F3,fine,-0.6218204354016764,False,global_design_selected_unit
attention,24,25,3,F3,fine_relative,0.33776133648128287,False,global_design_selected_unit
attention,24,25,4,F4,coarse,-1.0696271615772537,False,global_design_selected_unit
attention,24,25,4,F4,fine,-0.786956782851073,False,global_design_selected_unit
attention,24,25,4,F4,fine_relative,0.28267037872618067,False,global_design_selected_unit
attention,24,25,5,F5,coarse,-0.8370367467874668,False,global_design_selected_unit
attention,24,25,5,F5,fine,-0.7002439997097463,False,global_design_selected_unit
attention,24,25,5,F5,fine_relative,0.1367927470777205,False,global_design_selected_unit
attention,24,25,6,F6,coarse,-0.9955577020298232,False,global_design_selected_unit
attention,24,25,6,F6,fine,-0.8527039563901709,False,global_design_selected_unit
attention,24,25,6,F6,fine_relative,0.14285374563965222,False,global_design_selected_unit
attention,24,25,7,F7,coarse,-0.9933518403924317,False,global_design_selected_unit
attention,24,25,7,F7,fine,-0.7594657157207126,False,global_design_selected_unit
attention,24,25,7,F7,fine_relative,0.23388612467171904,False,global_design_selected_unit
attention,24,25,8,F8,coarse,-1.0169782635316436,True,global_design_selected_unit
attention,24,25,8,F8,fine,-0.8560890525855344,True,global_design_selected_unit
attention,24,25,8,F8,fine_relative,0.16088921094610906,True,global_design_selected_unit
attention,25,25,1,F1,coarse,-0.01866371626835489,True,global_design_selected_unit
attention,25,25,1,F1,fine,-0.575019698591269,True,global_design_selected_unit
attention,25,25,1,F1,fine_relative,-0.5563559823229142,True,global_design_selected_unit
attention,25,25,2,F2,coarse,-0.7694972752758904,False,global_design_selected_unit
attention,25,25,2,F2,fine,-0.4908782609828898,False,global_design_selected_unit
attention,25,25,2,F2,fine_relative,0.2786190142930007,False,global_design_selected_unit
attention,25,25,3,F3,coarse,-0.14809833032135725,False,global_design_selected_unit
attention,25,25,3,F3,fine,-0.518786671294048,False,global_design_selected_unit
attention,25,25,3,F3,fine_relative,-0.3706883409726906,False,global_design_selected_unit
attention,25,25,4,F4,coarse,-0.5264474150338309,False,global_design_selected_unit
attention,25,25,4,F4,fine,-0.6078632063548417,False,global_design_selected_unit
attention,25,25,4,F4,fine_relative,-0.08141579132101082,False,global_design_selected_unit
attention,25,25,5,F5,coarse,-0.4687546268831411,False,global_design_selected_unit
attention,25,25,5,F5,fine,-0.4995313273314309,False,global_design_selected_unit
attention,25,25,5,F5,fine_relative,-0.030776700448289757,False,global_design_selected_unit
attention,25,25,6,F6,coarse,-0.2738809098050119,False,global_design_selected_unit
attention,25,25,6,F6,fine,-0.5709160456953226,False,global_design_selected_unit
attention,25,25,6,F6,fine_relative,-0.2970351358903107,False,global_design_selected_unit
attention,25,25,7,F7,coarse,-0.48378035124013297,False,global_design_selected_unit
attention,25,25,7,F7,fine,-0.4756739642374736,False,global_design_selected_unit
attention,25,25,7,F7,fine_relative,0.008106387002659341,False,global_design_selected_unit
attention,25,25,8,F8,coarse,-0.6063616850109458,True,global_design_selected_unit
attention,25,25,8,F8,fine,-0.6383495935148866,True,global_design_selected_unit
attention,25,25,8,F8,fine_relative,-0.03198790850394089,True,global_design_selected_unit
attention,26,25,1,F1,coarse,-1.590640344272289,True,global_design_selected_unit
attention,26,25,1,F1,fine,-0.3323969614996451,True,global_design_selected_unit
attention,26,25,1,F1,fine_relative,1.258243382772644,True,global_design_selected_unit
attention,26,25,2,F2,coarse,-2.1279470180349493,False,global_design_selected_unit
attention,26,25,2,F2,fine,-0.5404756041480907,False,global_design_selected_unit
attention,26,25,2,F2,fine_relative,1.5874714138868586,False,global_design_selected_unit
attention,26,25,3,F3,coarse,-2.061289296452173,False,global_design_selected_unit
attention,26,25,3,F3,fine,-0.5731990149769186,False,global_design_selected_unit
attention,26,25,3,F3,fine_relative,1.4880902814752546,False,global_design_selected_unit
attention,26,25,4,F4,coarse,-1.955482421656006,False,global_design_selected_unit
attention,26,25,4,F4,fine,-0.5363432671025091,False,global_design_selected_unit
attention,26,25,4,F4,fine_relative,1.419139154553497,False,global_design_selected_unit
attention,26,25,5,F5,coarse,-2.0503853571035293,False,global_design_selected_unit
attention,26,25,5,F5,fine,-0.7301614804424119,False,global_design_selected_unit
attention,26,25,5,F5,fine_relative,1.3202238766611172,False,global_design_selected_unit
attention,26,25,6,F6,coarse,-2.1332693204329627,False,global_design_selected_unit
attention,26,25,6,F6,fine,-0.5642414042219567,False,global_design_selected_unit
attention,26,25,6,F6,fine_relative,1.5690279162110061,False,global_design_selected_unit
attention,26,25,7,F7,coarse,-2.4626015672199455,False,global_design_selected_unit
attention,26,25,7,F7,fine,-0.6987110010462244,False,global_design_selected_unit
attention,26,25,7,F7,fine_relative,1.7638905661737212,False,global_design_selected_unit
attention,26,25,8,F8,coarse,-2.0800412479543464,False,global_design_selected_unit
attention,26,25,8,F8,fine,-0.48853665544345365,False,global_design_selected_unit
attention,26,25,8,F8,fine_relative,1.591504592510893,False,global_design_selected_unit
attention,27,25,1,F1,coarse,-1.8325011813852201,True,global_design_selected_unit
attention,27,25,1,F1,fine,-0.67874714894018,True,global_design_selected_unit
attention,27,25,1,F1,fine_relative,1.1537540324450404,True,global_design_selected_unit
attention,27,25,2,F2,coarse,-1.7288162905364366,False,global_design_selected_unit
attention,27,25,2,F2,fine,-0.5110086286949616,False,global_design_selected_unit
attention,27,25,2,F2,fine_relative,1.2178076618414748,False,global_design_selected_unit
attention,27,25,3,F3,coarse,-1.6465347845499883,False,global_design_selected_unit
attention,27,25,3,F3,fine,-0.6724790139954272,False,global_design_selected_unit
attention,27,25,3,F3,fine_relative,0.9740557705545609,False,global_design_selected_unit
attention,27,25,4,F4,coarse,-1.517311835631351,False,global_design_selected_unit
attention,27,25,4,F4,fine,-0.668018576771222,False,global_design_selected_unit
attention,27,25,4,F4,fine_relative,0.8492932588601291,False,global_design_selected_unit
attention,27,25,5,F5,coarse,-1.6626724221629605,False,global_design_selected_unit
attention,27,25,5,F5,fine,-0.6796857304507214,False,global_design_selected_unit
attention,27,25,5,F5,fine_relative,0.982986691712239,False,global_design_selected_unit
attention,27,25,6,F6,coarse,-1.2047028410998746,False,global_design_selected_unit
attention,27,25,6,F6,fine,-0.6171151621267108,False,global_design_selected_unit
attention,27,25,6,F6,fine_relative,0.5875876789731638,False,global_design_selected_unit
attention,27,25,7,F7,coarse,-1.3567373638800753,False,global_design_selected_unit
attention,27,25,7,F7,fine,-0.5992699688414759,False,global_design_selected_unit
attention,27,25,7,F7,fine_relative,0.7574673950385994,False,global_design_selected_unit
attention,27,25,8,F8,coarse,-1.4923090714115856,False,global_design_selected_unit
attention,27,25,8,F8,fine,-0.6445383020672482,False,global_design_selected_unit
attention,27,25,8,F8,fine_relative,0.8477707693443375,False,global_design_selected_unit
attention,28,25,1,F1,coarse,-0.0710494620352,True,global_design_selected_unit
attention,28,25,1,F1,fine,-0.8479814302722309,True,global_design_selected_unit
attention,28,25,1,F1,fine_relative,-0.776931968237031,True,global_design_selected_unit
attention,28,25,2,F2,coarse,-0.0419950462286486,False,global_design_selected_unit
attention,28,25,2,F2,fine,-0.7178709803402935,False,global_design_selected_unit
attention,28,25,2,F2,fine_relative,-0.6758759341116449,False,global_design_selected_unit
attention,28,25,3,F3,coarse,-0.06523346566659484,False,global_design_selected_unit
attention,28,25,3,F3,fine,-0.7325585410280183,False,global_design_selected_unit
attention,28,25,3,F3,fine_relative,-0.6673250753614235,False,global_design_selected_unit
attention,28,25,4,F4,coarse,-0.1836060777219751,False,global_design_selected_unit
attention,28,25,4,F4,fine,-0.790119324107736,False,global_design_selected_unit
attention,28,25,4,F4,fine_relative,-0.6065132463857608,False,global_design_selected_unit
attention,28,25,5,F5,coarse,-0.6043760917860993,False,global_design_selected_unit
attention,28,25,5,F5,fine,-0.6771886456876375,False,global_design_selected_unit
attention,28,25,5,F5,fine_relative,-0.07281255390153808,False,global_design_selected_unit
attention,28,25,6,F6,coarse,0.013310516591093634,False,global_design_selected_unit
attention,28,25,6,F6,fine,-0.7493801589323611,False,global_design_selected_unit
attention,28,25,6,F6,fine_relative,-0.7626906755234547,False,global_design_selected_unit
attention,28,25,7,F7,coarse,-0.4882021070918255,False,global_design_selected_unit
attention,28,25,7,F7,fine,-0.6382775935243247,False,global_design_selected_unit
attention,28,25,7,F7,fine_relative,-0.15007548643249916,False,global_design_selected_unit
attention,28,25,8,F8,coarse,-0.28171577882114396,False,global_design_selected_unit
attention,28,25,8,F8,fine,-0.778691603732148,False,global_design_selected_unit
attention,28,25,8,F8,fine_relative,-0.496975824911004,False,global_design_selected_unit
attention,29,25,1,F1,coarse,-1.3486869774464276,True,global_design_selected_unit
attention,29,25,1,F1,fine,-0.7505583596697555,True,global_design_selected_unit
attention,29,25,1,F1,fine_relative,0.5981286177766723,True,global_design_selected_unit
attention,29,25,2,F2,coarse,-0.4517742837382693,True,global_design_selected_unit
attention,29,25,2,F2,fine,-0.5513264883715014,True,global_design_selected_unit
attention,29,25,2,F2,fine_relative,-0.09955220463323217,True,global_design_selected_unit
attention,29,25,3,F3,coarse,-0.6791359822680437,True,global_design_selected_unit
attention,29,25,3,F3,fine,-0.762358104384182,True,global_design_selected_unit
attention,29,25,3,F3,fine_relative,-0.08322212211613826,True,global_design_selected_unit
attention,29,25,4,F4,coarse,-0.6816842701657545,False,global_design_selected_unit
attention,29,25,4,F4,fine,-0.40256271445571906,False,global_design_selected_unit
attention,29,25,4,F4,fine_relative,0.27912155571003555,False,global_design_selected_unit
attention,29,25,5,F5,coarse,-0.7019664146218574,False,global_design_selected_unit
attention,29,25,5,F5,fine,-0.5414106249891188,False,global_design_selected_unit
attention,29,25,5,F5,fine_relative,0.16055578963273853,False,global_design_selected_unit
attention,29,25,6,F6,coarse,-0.8141552475307565,False,global_design_selected_unit
attention,29,25,6,F6,fine,-0.6157488526728883,False,global_design_selected_unit
attention,29,25,6,F6,fine_relative,0.1984063948578682,False,global_design_selected_unit
attention,29,25,7,F7,coarse,-0.8559300313388601,False,global_design_selected_unit
attention,29,25,7,F7,fine,-0.5250796851066678,False,global_design_selected_unit
attention,29,25,7,F7,fine_relative,0.33085034623219245,False,global_design_selected_unit
attention,29,25,8,F8,coarse,-0.9736104557130172,True,global_design_selected_unit
attention,29,25,8,F8,fine,-0.22720968737016764,True,global_design_selected_unit
attention,29,25,8,F8,fine_relative,0.7464007683428494,True,global_design_selected_unit
attention,30,25,1,F1,coarse,-1.7693771941726526,False,global_design_selected_unit
attention,30,25,1,F1,fine,-0.14513510476012098,False,global_design_selected_unit
attention,30,25,1,F1,fine_relative,1.6242420894125316,False,global_design_selected_unit
attention,30,25,2,F2,coarse,-1.5633706516199914,False,global_design_selected_unit
attention,30,25,2,F2,fine,-0.3086095810969089,False,global_design_selected_unit
attention,30,25,2,F2,fine_relative,1.2547610705230825,False,global_design_selected_unit
attention,30,25,3,F3,coarse,-1.7528306984768702,False,global_design_selected_unit
attention,30,25,3,F3,fine,-0.4444527224190009,False,global_design_selected_unit
attention,30,25,3,F3,fine_relative,1.3083779760578693,False,global_design_selected_unit
attention,30,25,4,F4,coarse,-1.683249868326146,False,global_design_selected_unit
attention,30,25,4,F4,fine,-0.19468391681365063,False,global_design_selected_unit
attention,30,25,4,F4,fine_relative,1.4885659515124954,False,global_design_selected_unit
attention,30,25,5,F5,coarse,-1.6051396482704618,False,global_design_selected_unit
attention,30,25,5,F5,fine,-0.1755049798085732,False,global_design_selected_unit
attention,30,25,5,F5,fine_relative,1.4296346684618886,False,global_design_selected_unit
attention,30,25,6,F6,coarse,-1.7396458643348132,False,global_design_selected_unit
attention,30,25,6,F6,fine,-0.35341708515244136,False,global_design_selected_unit
attention,30,25,6,F6,fine_relative,1.3862287791823718,False,global_design_selected_unit
attention,30,25,7,F7,coarse,-1.9336625520841073,False,global_design_selected_unit
attention,30,25,7,F7,fine,-0.11445674673747432,False,global_design_selected_unit
attention,30,25,7,F7,fine_relative,1.8192058053466331,False,global_design_selected_unit
attention,30,25,8,F8,coarse,-1.9130898482885443,False,global_design_selected_unit
attention,30,25,8,F8,fine,-0.3015495393216925,False,global_design_selected_unit
attention,30,25,8,F8,fine_relative,1.611540308966852,False,global_design_selected_unit
attention,31,25,1,F1,coarse,0.6004332113843418,True,global_design_selected_unit
attention,31,25,1,F1,fine,-0.2438377407874435,True,global_design_selected_unit
attention,31,25,1,F1,fine_relative,-0.8442709521717853,True,global_design_selected_unit
attention,31,25,2,F2,coarse,0.256883070608814,False,global_design_selected_unit
attention,31,25,2,F2,fine,-0.06042436958123294,False,global_design_selected_unit
attention,31,25,2,F2,fine_relative,-0.31730744019004703,False,global_design_selected_unit
attention,31,25,3,F3,coarse,0.2483417158499433,False,global_design_selected_unit
attention,31,25,3,F3,fine,-0.1954650670058832,False,global_design_selected_unit
attention,31,25,3,F3,fine_relative,-0.44380678285582653,False,global_design_selected_unit
attention,31,25,4,F4,coarse,0.5345396232624577,False,global_design_selected_unit
attention,31,25,4,F4,fine,-0.17201444402238458,False,global_design_selected_unit
attention,31,25,4,F4,fine_relative,-0.7065540672848423,False,global_design_selected_unit
