condition,optimizer,loss,batch,batch_size,lr,seed,first_stable_all_examples_full_accuracy_step,first_stable_all_groups_full_accuracy_step,first_stable_internal_accuracy_step,step1_hidden_grad_top1_energy,step1_hidden_grad_effective_rank,step1_hidden_grad_condition_nonzero,step1_hidden_update_top1_energy,step1_hidden_update_effective_rank,step1_hidden_update_condition_nonzero,final_population_raw_loss,final_population_reweighted_loss,final_all_accuracy,final_common_accuracy,final_tail_accuracy,final_internal_accuracy,final_common_loss,final_tail_loss,final_A_group_accuracy,final_B_group_accuracy,final_C_group_accuracy,final_D_group_accuracy,final_all_groups_full_accuracy,final_all_examples_full_accuracy,final_Bqk_norm,final_to_K_accuracy,final_to_K_loss,final_from_K_accuracy,final_from_K_loss,final_internal_loss,final_E_top1_energy,final_E_effective_rank,final_E_condition_nonzero,final_Bqk_top1_energy,final_Bqk_effective_rank,final_Bqk_condition_nonzero,final_Q_out_top1_energy,final_Q_out_effective_rank,final_Q_out_condition_nonzero,final_Final_h_top1_energy,final_Final_h_effective_rank,final_Final_h_condition_nonzero,final_batch_unique_fraction,final_batch_tail_fraction,final_batch_internal_fraction,final_hidden_grad_top1_energy,final_hidden_grad_effective_rank,final_hidden_grad_condition_nonzero,final_hidden_update_top1_energy,final_hidden_update_effective_rank,final_hidden_update_condition_nonzero,final_E_grad_top1_energy,final_E_grad_effective_rank,final_E_grad_condition_nonzero,final_E_update_top1_energy,final_E_update_effective_rank,final_E_update_condition_nonzero
withK_zipf,adam,sqrt_reweight,population,0,0.03,2,99,99,98,0.7421444654464722,2.166985511779785,10.570889472961426,0.539465069770813,3.257870674133301,2.0777347087860107,0.000266048067715019,0.00032277757418341935,1.0,1.0,1.0,1.0,8.972737123258412e-05,0.000677462958265096,1.0,1.0,1.0,1.0,1.0,1.0,8.679265022277832,1.0,0.0009474991820752621,1.0,0.00039577175630256534,0.00038307372597046196,0.5703619718551636,3.1506614685058594,2.196166753768921,0.9141566753387451,1.3417073488235474,184.6875457763672,0.8857026696205139,1.4635562896728516,25.48350715637207,0.7892976403236389,1.8960810899734497,9.454987525939941,1.0,1.0,1.0,0.38122475147247314,3.6957597732543945,1.771562099456787,0.39810803532600403,3.725578546524048,1.6898772716522217,0.5627159476280212,3.039694309234619,3.1176488399505615,0.5744121074676514,3.036909580230713,2.839773178100586
withK_zipf,adam,sqrt_reweight,64,64,0.03,0,112,112,104,0.7621108293533325,2.0709943771362305,12.318612098693848,0.4853048026561737,3.5004396438598633,1.8788763284683228,0.0004722604644484818,0.0007684481097385287,1.0,1.0,1.0,1.0,0.00010459628538228571,0.001330143422819674,1.0,1.0,1.0,1.0,1.0,1.0,12.744760513305664,1.0,0.0005941268755123019,1.0,0.0008631059317849576,0.0017746880184859037,0.43574827909469604,3.6473333835601807,1.75135338306427,0.9808593392372131,1.0998741388320923,1605.6151123046875,0.9520392417907715,1.2329851388931274,30.161169052124023,0.621665894985199,2.4419748783111572,6.792840480804443,0.875,0.359375,0.3125,0.8081976175308228,1.9222629070281982,6.4474663734436035,0.60282963514328,2.893314838409424,3.3273837566375732,0.6927546262741089,2.220571279525757,9.607931137084961,0.5642514228820801,2.8450493812561035,3.1472010612487793
withK_zipf,adam,sqrt_reweight,64,64,0.03,1,132,132,104,0.8308691382408142,1.77113938331604,12.988094329833984,0.4936867654323578,3.4386067390441895,1.9837491512298584,0.0004977547796443105,0.0007240258855745196,1.0,1.0,1.0,1.0,0.00015850248746573925,0.0012893435778096318,1.0,1.0,1.0,1.0,1.0,1.0,9.842486381530762,1.0,0.0009552824194543064,1.0,0.0009452819940634072,0.001180686755105853,0.43714872002601624,3.62014102935791,1.8317121267318726,0.9421321749687195,1.2518552541732788,76.45711517333984,0.903025209903717,1.4381730556488037,18.31625747680664,0.6838671565055847,2.183861255645752,6.992620468139648,0.9375,0.390625,0.25,0.6713057160377502,2.321563243865967,10.707930564880371,0.39290130138397217,3.6090664863586426,1.8929873704910278,0.8411720395088196,1.7819061279296875,8.106480598449707,0.4227815270423889,3.551900863647461,2.036219835281372
withK_zipf,adam,sqrt_reweight,64,64,0.03,2,191,191,104,0.5011801719665527,2.795466899871826,31.333251953125,0.42476925253868103,3.608370542526245,1.8411363363265991,0.0019176192581653595,0.0027274983003735542,1.0,1.0,1.0,1.0,0.0005362416850402951,0.005140833090990782,1.0,1.0,1.0,1.0,1.0,1.0,9.193596839904785,1.0,0.004586183466017246,1.0,0.004115027375519276,0.0031425030902028084,0.5341435074806213,3.297321319580078,2.1821558475494385,0.959955096244812,1.192449688911438,497.0263671875,0.9333954453468323,1.3209260702133179,81.54390716552734,0.7853065133094788,1.9297730922698975,9.109476089477539,0.875,0.296875,0.15625,0.8604452013969421,1.6232231855392456,11.327603340148926,0.4349120557308197,3.467928409576416,1.8935011625289917,0.9711607098579407,1.1642318964004517,20.1579647064209,0.45331794023513794,3.4507663249969482,2.290593147277832
withK_zipf,adam,sqrt_reweight,16,16,0.03,0,188,188,78,0.8913525342941284,1.5519846677780151,10.349902153015137,0.4337652623653412,3.4342095851898193,2.553072452545166,0.015421979129314423,0.011823305860161781,1.0,1.0,1.0,1.0,0.01951436698436737,0.005873076617717743,1.0,1.0,1.0,1.0,1.0,1.0,9.254344940185547,1.0,0.01922709308564663,1.0,0.004783791955560446,0.008338918909430504,0.5095743536949158,3.380963087081909,2.060980796813965,0.9745145440101624,1.126815915107727,174.4564208984375,0.8364782929420471,1.6609575748443604,18.245296478271484,0.6399260759353638,2.4438860416412354,9.786209106445312,0.5625,0.4375,0.3125,0.7772379517555237,1.9912327527999878,10.449021339416504,0.6016255617141724,2.6150827407836914,7.998488426208496,0.8703285455703735,1.6726679801940918,6.4628705978393555,0.6021005511283875,2.5298805236816406,6.477709770202637
withK_zipf,adam,sqrt_reweight,16,16,0.03,1,219,219,36,0.6519508361816406,2.5073015689849854,7.430269241333008,0.4170951545238495,3.65476131439209,1.6963523626327515,0.00498996814712882,0.006037590559571981,1.0,1.0,1.0,1.0,0.0011415251065045595,0.013969667255878448,1.0,1.0,1.0,1.0,1.0,1.0,6.470399379730225,1.0,0.02140066772699356,1.0,0.009009131230413914,0.003631597151979804,0.5407222509384155,3.2291228771209717,2.4103288650512695,0.9705142974853516,1.1522272825241089,61.50809860229492,0.8221446871757507,1.8516004085540771,6.30598783493042,0.7035828828811646,2.244868516921997,12.279298782348633,0.375,0.125,0.3125,0.8767988085746765,1.6189731359481812,7.602220058441162,0.5469346642494202,2.983619213104248,3.059551477432251,0.6719039678573608,2.532041311264038,4.590044021606445,0.6666375398635864,2.5618855953216553,4.442840099334717
withK_zipf,adam,sqrt_reweight,16,16,0.03,2,211,211,120,0.4845595061779022,2.461239814758301,56.768646240234375,0.51389080286026,3.150029420852661,2.9992387294769287,0.007805170491337776,0.008328231051564217,1.0,1.0,1.0,1.0,0.007019363343715668,0.009638719260692596,1.0,1.0,1.0,1.0,1.0,1.0,7.530488014221191,1.0,0.009528353810310364,1.0,0.006043526344001293,0.014320111833512783,0.5285404324531555,3.3026680946350098,2.226011037826538,0.9263141751289368,1.336403727531433,113.75975799560547,0.6362100839614868,2.396547555923462,9.59461498260498,0.6870607733726501,2.3357326984405518,10.693378448486328,0.375,0.3125,0.0,0.9133775234222412,1.391219973564148,21.659114837646484,0.5378164649009705,3.006739616394043,3.760626792907715,0.9121043682098389,1.456516981124878,10.172603607177734,0.6181831359863281,2.5340285301208496,6.3266401290893555
withK_zipf,muon,raw,population,0,0.03,0,99,99,77,0.963962197303772,1.206534504890442,18.158958435058594,0.29053041338920593,3.9819533824920654,1.1288251876831055,0.0023781864438205957,0.0026739872992038727,1.0,1.0,1.0,1.0,0.000706917722709477,0.006277813110500574,1.0,1.0,1.0,1.0,1.0,1.0,37.22782516479492,1.0,0.010759160853922367,1.0,0.0012748162262141705,0.006231565028429031,0.5912541151046753,2.753152847290039,4.140253067016602,0.7136858105659485,1.8713449239730835,24.866657257080078,0.7837989926338196,1.9605361223220825,9.286410331726074,0.6670452952384949,2.4810218811035156,7.374170780181885,1.0,1.0,1.0,0.813746452331543,1.6933705806732178,31.65814971923828,0.37426984310150146,2.9971024990081787,24.03658103942871,0.70618736743927,2.1280601024627686,19.10245132446289,0.7331076264381409,2.253830671310425,5.994264125823975
withK_zipf,muon,raw,population,0,0.03,1,88,88,77,0.9644366502761841,1.2024239301681519,21.456396102905273,0.29272371530532837,3.9634599685668945,1.2062370777130127,0.011941859498620033,0.014312366023659706,1.0,1.0,1.0,1.0,0.005735489074140787,0.026423389092087746,1.0,1.0,1.0,1.0,1.0,1.0,56.73768615722656,1.0,0.034425295889377594,1.0,0.0009780492400750518,0.04862426966428757,0.7155373692512512,2.370767831802368,3.9601686000823975,0.8279131650924683,1.7510806322097778,27.259876251220703,0.47774001955986023,2.908668041229248,4.127914905548096,0.7172762751579285,2.2147860527038574,16.84731674194336,1.0,1.0,1.0,0.9466665983200073,1.2434897422790527,71.23503875732422,0.315833181142807,3.8808698654174805,1.3974425792694092,0.6043631434440613,2.1371490955352783,22.951997756958008,0.7152486443519592,2.111691951751709,7.520567893981934
withK_zipf,muon,raw,population,0,0.03,2,92,92,79,0.9663231372833252,1.1929426193237305,23.093183517456055,0.3014126121997833,3.9660449028015137,1.1928378343582153,0.004352688789367676,0.004641699139028788,1.0,1.0,1.0,1.0,0.0018237511394545436,0.010253542102873325,1.0,1.0,1.0,1.0,1.0,1.0,36.76087188720703,1.0,0.018045661970973015,1.0,0.002263707807287574,0.010011301375925541,0.6470930576324463,2.680896282196045,3.7487728595733643,0.7328360676765442,1.7918007373809814,412.80029296875,0.7312353849411011,2.137235403060913,27.810850143432617,0.8569471836090088,1.6324434280395508,27.69101333618164,1.0,1.0,1.0,0.9668188691139221,1.1838243007659912,36.418453216552734,0.39823490381240845,3.7643330097198486,1.5820927619934082,0.7025018334388733,2.0913619995117188,7.216729640960693,0.635149359703064,2.554889678955078,7.179986953735352
withK_zipf,muon,raw,64,64,0.03,0,137,137,132,0.9754582643508911,1.1413908004760742,36.23087692260742,0.3033823072910309,3.943696975708008,1.236594557762146,0.008153106085956097,0.011077795177698135,1.0,1.0,1.0,1.0,0.0012285631382837892,0.024310370907187462,1.0,1.0,1.0,1.0,1.0,1.0,15.52121639251709,1.0,0.030040666460990906,1.0,0.0012972521362826228,0.04152451083064079,0.5950182676315308,3.026703119277954,2.432825803756714,0.835831344127655,1.5789892673492432,82.98104095458984,0.6238059997558594,2.2876532077789307,43.31393814086914,0.7245326638221741,2.1780004501342773,7.421751499176025,0.875,0.359375,0.3125,0.8142802119255066,1.6960065364837646,18.28304100036621,0.335818350315094,3.8909711837768555,1.37465238571167,0.928083062171936,1.3389387130737305,18.684295654296875,0.6102058291435242,2.490730047225952,6.400448799133301
withK_zipf,muon,raw,64,64,0.03,1,143,143,143,0.9762961864471436,1.142319679260254,21.649208068847656,0.2984219193458557,3.9577863216400146,1.210674524307251,0.007059331052005291,0.00795753300189972,1.0,1.0,1.0,1.0,0.003948279656469822,0.014318450354039669,1.0,1.0,1.0,1.0,1.0,1.0,20.091733932495117,1.0,0.01968000829219818,1.0,0.004670451860874891,0.01788271591067314,0.5732325911521912,3.1437301635742188,2.22737979888916,0.9079415202140808,1.4035543203353882,219.72915649414062,0.6298569440841675,2.3732635974884033,20.38615608215332,0.8310590982437134,1.7698819637298584,11.537891387939453,0.9375,0.390625,0.25,0.5533406734466553,2.6362228393554688,4.736966133117676,0.2684519588947296,3.989626169204712,1.0992223024368286,0.6327370405197144,2.671621322631836,3.897226095199585,0.4779336154460907,3.151179790496826,2.996453046798706
withK_zipf,muon,raw,64,64,0.03,2,187,187,111,0.9130880236625671,1.4276232719421387,32.93699645996094,0.3215174376964569,3.9045939445495605,1.3312671184539795,0.003613336244598031,0.0034555362071841955,1.0,1.0,1.0,1.0,0.0016898021567612886,0.008101582527160645,1.0,1.0,1.0,1.0,1.0,1.0,20.425865173339844,1.0,0.016722235828638077,1.0,0.00226299068890512,0.004746332764625549,0.7082459926605225,2.5033931732177734,3.04325270652771,0.7832279205322266,1.8410459756851196,139.94924926757812,0.45020490884780884,2.8011975288391113,18.322166442871094,0.6602644324302673,2.404484748840332,15.681631088256836,0.875,0.296875,0.15625,0.9508790373802185,1.2256813049316406,94.69307708740234,0.31618618965148926,3.9249250888824463,1.3025498390197754,0.7732657790184021,1.7421759366989136,38.12921142578125,0.5670844316482544,2.7186596393585205,3.6516828536987305
withK_zipf,muon,raw,16,16,0.03,0,146,146,133,0.9697590470314026,1.1667472124099731,30.865535736083984,0.3380495607852936,3.8966712951660156,1.3388382196426392,0.020848974585533142,0.025833100080490112,1.0,1.0,1.0,1.0,0.015116035006940365,0.034225836396217346,1.0,1.0,1.0,1.0,1.0,1.0,24.673805236816406,1.0,0.023004239425063133,1.0,0.016873512417078018,0.06104228273034096,0.586636483669281,3.0901763439178467,2.259050130844116,0.7928876876831055,1.7156238555908203,794.457763671875,0.6537604331970215,2.3368351459503174,13.757824897766113,0.6494642496109009,2.427334785461426,8.483278274536133,0.5625,0.4375,0.3125,0.4730280339717865,3.10249662399292,3.4081568717956543,0.32866886258125305,3.934070587158203,1.2451046705245972,0.6530432105064392,2.4273083209991455,5.980206489562988,0.7263519167900085,2.198871612548828,8.439701080322266
withK_zipf,muon,raw,16,16,0.03,1,199,199,181,0.9103513956069946,1.413476586341858,60.54077911376953,0.36754679679870605,3.7959511280059814,1.6137830018997192,0.019650740548968315,0.02700827084481716,1.0,1.0,1.0,1.0,0.013537131249904633,0.03391582518815994,1.0,1.0,1.0,1.0,1.0,1.0,5.5981364250183105,1.0,0.0037449237424880266,1.0,0.04348789528012276,0.024563893675804138,0.6061000823974609,2.969540596008301,2.4989829063415527,0.638464093208313,2.3124330043792725,456.7612609863281,0.489628404378891,2.819862127304077,7.728580951690674,0.8255906105041504,1.773759126663208,14.80053424835205,0.375,0.125,0.3125,0.6248995661735535,2.283123254776001,33.14336013793945,0.29944950342178345,3.94455885887146,1.2281895875930786,0.6090949177742004,2.4483442306518555,26.183454513549805,0.45443961024284363,3.365612745285034,2.730666160583496
withK_zipf,muon,raw,16,16,0.03,2,238,238,238,0.8819912075996399,1.4983937740325928,17.6584415435791,0.3405194580554962,3.8985090255737305,1.3497973680496216,0.7055307030677795,1.3238047361373901,0.875,1.0,0.8333333134651184,0.75,0.0025140009820461273,2.345902681350708,1.0,1.0,0.5,1.0,0.0,0.0,7.240492820739746,0.75,0.5744036436080933,1.0,0.07587489485740662,6.314068794250488,0.4679095447063446,3.5090010166168213,1.9468684196472168,0.6679741144180298,2.0650229454040527,657.6776123046875,0.6045210957527161,2.4544618129730225,6.498007774353027,0.8060508966445923,1.8561606407165527,14.034749031066895,0.375,0.3125,0.0,0.8363049626350403,1.8005281686782837,7.5348310470581055,0.30632930994033813,3.955965518951416,1.2097394466400146,0.8083454370498657,1.8328676223754883,8.189054489135742,0.5952737331390381,2.901268482208252,3.3435871601104736
withK_zipf,muon,sqrt_reweight,population,0,0.03,0,90,90,53,0.7554646730422974,2.1356606483459473,8.989773750305176,0.29319411516189575,3.9614317417144775,1.176851749420166,0.0011973025975748897,0.0009696751367300749,1.0,1.0,1.0,1.0,0.0013843848137184978,0.0007607775623910129,1.0,1.0,1.0,1.0,1.0,1.0,96.16944885253906,1.0,0.002019935753196478,1.0,0.000420025346102193,0.0008067310554906726,0.8372796177864075,1.8474668264389038,4.7882914543151855,0.48771658539772034,3.107900381088257,3.788857936859131,0.851283073425293,1.750383734703064,6.5385565757751465,0.8612629175186157,1.6580466032028198,24.19771385192871,1.0,1.0,1.0,0.943967878818512,1.2476615905761719,115.87667083740234,0.31736260652542114,3.895253896713257,1.3676846027374268,0.9652037024497986,1.189849853515625,16.84670639038086,0.6065191626548767,2.8850038051605225,3.253293991088867
withK_zipf,muon,sqrt_reweight,population,0,0.03,1,94,94,52,0.7383863925933838,2.1890313625335693,10.19463062286377,0.28447455167770386,3.9778456687927246,1.1586716175079346,0.0012463455786928535,0.001021376228891313,1.0,1.0,1.0,1.0,0.0013953529996797442,0.0008986614993773401,1.0,1.0,1.0,1.0,1.0,1.0,110.48809051513672,1.0,0.0022892907727509737,1.0,0.0005003798869438469,0.000801286892965436,0.8459969162940979,1.7998489141464233,5.260277271270752,0.5089566707611084,2.9649481773376465,4.409203052520752,0.8603644967079163,1.720943808555603,6.273941516876221,0.8763951659202576,1.5947175025939941,22.86556625366211,1.0,1.0,1.0,0.9610257148742676,1.1821184158325195,160.47560119628906,0.2921888530254364,3.965372085571289,1.1796371936798096,0.9813199639320374,1.1125948429107666,22.272605895996094,0.677858293056488,2.5627262592315674,3.993320941925049
withK_zipf,muon,sqrt_reweight,population,0,0.03,2,94,94,52,0.7421444654464722,2.166985511779785,10.570889472961426,0.28700578212738037,3.9778873920440674,1.1435279846191406,0.0012882454320788383,0.0010847918456420302,1.0,1.0,1.0,1.0,0.0013893471332266927,0.001052341889590025,1.0,1.0,1.0,1.0,1.0,1.0,106.24026489257812,1.0,0.002470892621204257,1.0,0.0005657768924720585,0.0009439262212254107,0.8525022864341736,1.7603073120117188,5.926974296569824,0.44529983401298523,3.218578577041626,3.120725154876709,0.8817740082740784,1.6128530502319336,6.8747639656066895,0.8847910165786743,1.5597597360610962,23.274076461791992,1.0,1.0,1.0,0.9633139967918396,1.1731973886489868,151.44244384765625,0.3233962059020996,3.935070276260376,1.2487165927886963,0.975904643535614,1.1422219276428223,17.381210327148438,0.69768226146698,2.455477476119995,4.344149112701416
withK_zipf,muon,sqrt_reweight,64,64,0.03,0,153,153,36,0.7621108293533325,2.0709943771362305,12.318612098693848,0.31163734197616577,3.9417412281036377,1.257013201713562,0.006254161242395639,0.005998685024678707,1.0,1.0,1.0,1.0,0.0033225598745048046,0.013094563968479633,1.0,1.0,1.0,1.0,1.0,1.0,20.636314392089844,1.0,0.02723001502454281,1.0,0.006092702969908714,0.0031908319797366858,0.8037329912185669,2.0163497924804688,4.3502068519592285,0.9399205446243286,1.2965812683105469,3575.825439453125,0.8533450961112976,1.6408023834228516,688.4376220703125,0.8370457887649536,1.7483716011047363,18.623435974121094,0.875,0.359375,0.3125,0.9404329061508179,1.3130186796188354,18.458805084228516,0.29970937967300415,3.9586639404296875,1.2059385776519775,0.5054778456687927,2.4737722873687744,8.36220932006836,0.5857601165771484,2.6703081130981445,5.056779384613037
withK_zipf,muon,sqrt_reweight,64,64,0.03,1,159,159,40,0.8308691382408142,1.77113938331604,12.988094329833984,0.3112066090106964,3.8923416137695312,1.329506278038025,0.005839111283421516,0.005516465287655592,1.0,1.0,1.0,1.0,0.004122497513890266,0.009844544343650341,1.0,1.0,1.0,1.0,1.0,1.0,56.1626091003418,1.0,0.01983250305056572,1.0,0.005162791348993778,0.0034980461932718754,0.8479741215705872,1.784328818321228,5.0027360916137695,0.6411851644515991,2.0020406246185303,27.535669326782227,0.6488581895828247,2.2236554622650146,6.331681251525879,0.8302066326141357,1.7823013067245483,12.797636032104492,0.9375,0.390625,0.25,0.8782714009284973,1.4696009159088135,39.06370544433594,0.3388223946094513,3.906126022338867,1.347629427909851,0.8925029039382935,1.4951331615447998,13.7478666305542,0.8148978352546692,1.736680507659912,15.347400665283203
withK_zipf,muon,sqrt_reweight,64,64,0.03,2,140,140,29,0.5011801719665527,2.795466899871826,31.333251953125,0.3277779817581177,3.9020211696624756,1.355312705039978,0.004695945885032415,0.005206000991165638,1.0,1.0,1.0,1.0,0.002549713011831045,0.009703822433948517,1.0,1.0,1.0,1.0,1.0,1.0,32.88120651245117,1.0,0.014273377135396004,1.0,0.003425209317356348,0.01053738221526146,0.8418097496032715,1.8225008249282837,5.004258632659912,0.6990999579429626,2.248292922973633,17.79214096069336,0.7996275424957275,1.873709797859192,9.24702262878418,0.8264123797416687,1.7112526893615723,18.32537269592285,0.875,0.296875,0.15625,0.8696814775466919,1.6032352447509766,20.714174270629883,0.34538865089416504,3.8801052570343018,1.3901032209396362,0.8470889329910278,1.7084548473358154,8.454072952270508,0.7395389676094055,2.211148500442505,4.817450046539307
withK_zipf,muon,sqrt_reweight,16,16,0.03,0,,,80,0.8913525342941284,1.5519846677780151,10.349902153015137,0.3301742672920227,3.8411879539489746,1.5236650705337524,0.046179864555597305,0.06909794360399246,1.0,1.0,1.0,1.0,0.007675874512642622,0.13602250814437866,1.0,1.0,1.0,1.0,1.0,1.0,9.84507942199707,1.0,0.1197630912065506,1.0,0.11271947622299194,0.07054135948419571,0.7232329845428467,2.410362958908081,3.4591193199157715,0.5388949513435364,2.506941795349121,71.82652282714844,0.7024976015090942,2.3148372173309326,7.437725067138672,0.7169438004493713,2.158641815185547,10.134292602539062,0.5625,0.4375,0.3125,0.797247588634491,1.7761527299880981,83.54898834228516,0.2913355529308319,3.967909097671509,1.19021475315094,0.96159827709198,1.2051531076431274,64.12027740478516,0.5146559476852417,2.6742091178894043,5.972491264343262
withK_zipf,muon,sqrt_reweight,16,16,0.03,1,,,38,0.6519508361816406,2.5073015689849854,7.430269241333008,0.34954598546028137,3.826266288757324,1.518515706062317,0.0599273182451725,0.05157892405986786,0.9375,1.0,0.9166666865348816,1.0,0.005862666293978691,0.18607819080352783,1.0,1.0,0.75,1.0,0.0,0.0,38.31202697753906,0.75,0.4611735939979553,1.0,0.03147636353969574,0.039970818907022476,0.7753928899765015,2.155914306640625,3.938749074935913,0.6865653395652771,1.8628121614456177,651.5667724609375,0.713670551776886,1.9967480897903442,38.829933166503906,0.8014978170394897,1.9312644004821777,11.300768852233887,0.375,0.125,0.3125,0.804664671421051,1.7208648920059204,17.048948287963867,0.295610636472702,3.9723587036132812,1.1630572080612183,0.7616780996322632,1.9158711433410645,9.847451210021973,0.49762335419654846,3.046049118041992,3.535468816757202
withK_zipf,muon,sqrt_reweight,16,16,0.03,2,,,169,0.4845595061779022,2.461239814758301,56.768646240234375,0.33828988671302795,3.6987295150756836,1.784989595413208,0.028976913541555405,0.027668502181768417,1.0,1.0,1.0,1.0,0.017145397141575813,0.056583791971206665,1.0,1.0,1.0,1.0,1.0,1.0,5.563300132751465,1.0,0.1152070164680481,1.0,0.03299042955040932,0.005708896089345217,0.6422103643417358,2.8356406688690186,2.5478639602661133,0.797877848148346,1.7136987447738647,95.98929595947266,0.6530919075012207,2.4166717529296875,21.319259643554688,0.5656657218933105,2.7711877822875977,7.404359817504883,0.375,0.3125,0.0,0.7390308380126953,1.8813831806182861,16.303926467895508,0.3242444097995758,3.9027016162872314,1.3630131483078003,0.8947027921676636,1.5117422342300415,12.797106742858887,0.5957996845245361,2.972203493118286,2.7368319034576416
